shipment_id,supplier_id,origin_port,destination_port,product_category,transportation_mode,shipment_value_usd,weight_kg,volume_cbm,status,customs_clearance_hours,freight_cost_usd,carbon_footprint_kg,route_optimization_score,weather_delay_hours,temperature_controlled,customs_normalized,weather_normalized,route_risk_score
SHIP_000059,SUP_01252,PORT_093,PORT_136,Pharmaceuticals,Rail,1670870.8428610244,46082.66434688899,356.23659104764255,Delivered,29.382160001656864,26964.800904037274,1405.2982551880914,95.26137895347804,31.54847337969553,True,0.3911363570457514,0.6573090361466948,0.5242226965962231
SHIP_000060,SUP_00127,PORT_180,PORT_080,Automotive,Air,2277132.704139465,15982.694344214557,162.50228514113246,In Transit,44.89713252608357,31213.10275122532,1522.0561714346672,70.14185925452081,18.527576139322157,False,0.6128069926209947,0.3859808254768501,0.4993939090489224
SHIP_000061,SUP_01294,PORT_054,PORT_148,Automotive,Road,2870811.9654612644,31746.05924615372,126.09994215088402,Delivered,52.00679783135278,1704.5835202495016,2446.952067295566,63.522556688759934,40.08933690927501,False,0.7143865490439937,0.835282733064503,0.7748346410542484
SHIP_000062,SUP_01844,PORT_049,PORT_188,Textiles,Road,4236114.798379077,35917.721968689846,407.8015113717102,Delivered,11.850901566588174,40954.09442337653,2178.472612115429,91.18298319083732,22.32048829632985,False,0.14065797600980956,0.46501716604467475,0.3028375710272422
SHIP_000063,SUP_01784,PORT_030,PORT_026,Food & Beverage,Rail,2311933.99049493,45134.41068587134,137.8700951712609,In Transit,48.41921185883937,48045.63052244042,4581.29114281942,86.30511060670491,41.80960512179601,False,0.6631288067917391,0.8711295174572312,0.7671291621244851
SHIP_000064,SUP_01876,PORT_131,PORT_163,Pharmaceuticals,Road,3845882.3792658392,31376.769296081093,210.33131462742665,In Transit,34.87083773140151,26614.724676715374,4762.007821135951,99.19522384301534,25.855960729810167,False,0.4695560048346627,0.5386890022891385,0.5041225035619006
SHIP_000065,SUP_00487,PORT_012,PORT_121,Electronics,Sea,593423.6343543056,46997.27344717459,421.3396994628561,Delivered,66.67295740297342,18527.668624393136,553.3495485408304,61.40412826429165,35.8076129002684,True,0.9239297440816024,0.7460605779012107,0.8349951609914066
SHIP_000066,SUP_00548,PORT_111,PORT_081,Pharmaceuticals,Rail,653239.9672096507,35676.20298024286,300.10984366838784,Delivered,27.08436436401852,9520.186511009852,878.374135271759,97.88403602910655,15.60701620441442,False,0.35830653291197423,0.3251224770340486,0.3417145049730114
SHIP_000067,SUP_01179,PORT_159,PORT_154,Pharmaceuticals,Multimodal,1444472.7070967304,39665.16444747253,300.3365530896707,Delivered,40.225617097915816,31642.263639789348,2429.545468835607,80.29121421920654,1.3940128309976547,True,0.5460625757403876,0.028953272841553582,0.2875079242909706
SHIP_000068,SUP_01681,PORT_165,PORT_018,Food & Beverage,Multimodal,1594370.4831961973,38949.50622125375,48.14581799237154,Delayed,71.27991339464717,31584.469397586887,4159.575619360152,84.50907274558584,26.00075992697229,False,0.9897517660757554,0.5417063141031515,0.7657290400894534
SHIP_000069,SUP_00986,PORT_155,PORT_172,Electronics,Road,3133189.3695691805,30125.070839934782,130.4884694461283,Delivered,40.34991775849799,24926.647368801758,4722.089739045253,89.53748700314335,27.164217258684893,True,0.5478385251589439,0.5659503266451966,0.5568944259020703
SHIP_000070,SUP_00937,PORT_116,PORT_135,Textiles,Multimodal,1100508.780799087,44591.29493425749,183.4384216752744,Delivered,15.72220689045781,40454.187977267175,3243.343049796261,87.7628666125247,23.564872520341023,False,0.19596936700949907,0.49094752542419884,0.34345844621684896
SHIP_000071,SUP_00772,PORT_152,PORT_035,Food & Beverage,Multimodal,710966.7248334431,16878.517282516495,243.6021601224165,Delivered,70.64013434995914,32468.114665454774,4911.310380079201,98.1641800826363,43.57887951228752,False,0.9806109037738445,0.9079974878968994,0.944304195835372
SHIP_000072,SUP_01923,PORT_112,PORT_012,Automotive,Air,3231352.990172194,10673.633718528465,299.98628580530635,Delayed,18.51033769990317,5020.041197461082,3994.8140750072334,99.76930251120513,29.404155965984685,False,0.23580486962631775,0.6126259550786448,0.4242154123524813
SHIP_000073,SUP_00019,PORT_169,PORT_121,Electronics,Air,4986551.59052849,8473.234178286602,23.836520819279755,Delivered,51.25379861484814,8303.34749761098,404.15573985924175,83.76108679598825,3.818350782894404,False,0.7036280501393098,0.07947139508796483,0.39154972261363735
SHIP_000074,SUP_00425,PORT_104,PORT_113,Automotive,Multimodal,4960323.057607629,26406.96123547334,471.2231464917134,Delivered,36.98121698451565,47417.83346825623,2560.034634555788,77.32950275692542,27.002452993572945,True,0.49970811174984425,0.5625794983687047,0.5311438050592745
SHIP_000075,SUP_00936,PORT_192,PORT_044,Electronics,Rail,4610570.66732398,46214.76828320319,454.4943595871197,Delivered,30.76818484764215,37801.55049785529,1867.4366137788104,84.9961505208382,11.306285067089634,True,0.41093922862988846,0.23550425314973522,0.3232217408898118
SHIP_000076,SUP_00058,PORT_011,PORT_041,Automotive,Multimodal,315035.5001691141,28830.72946575305,425.3661438390709,In Transit,38.87848731825628,10485.583601109824,4493.202076646784,92.97826529377696,20.99572111417042,True,0.5268154185836913,0.4374117942754445,0.4821136064295679
SHIP_000077,SUP_00423,PORT_091,PORT_054,Food & Beverage,Sea,3822591.378925549,43833.21114264997,282.7039601526643,Delivered,70.22044546894801,3239.211051776449,3304.513856991262,78.98709930068767,29.111688533450867,True,0.9746145862907726,0.606531546706958,0.7905730664988653
SHIP_000078,SUP_01799,PORT_073,PORT_129,Electronics,Rail,1923928.788363362,7243.037688456154,321.4715284432016,In Transit,46.39828643546669,13237.322041337397,872.889506002342,96.07024027851077,31.75720763873199,True,0.6342547741536605,0.6616586206618272,0.6479566974077439
SHIP_000079,SUP_01572,PORT_016,PORT_025,Textiles,Sea,4111970.853558973,36106.53188881047,376.4754542546023,Damaged,30.61182199236087,33245.68299945822,1623.6709004764946,83.96702568143266,40.720562229694806,False,0.408705189642324,0.8484361458867741,0.6285706677645491
SHIP_000080,SUP_01747,PORT_014,PORT_080,Food & Beverage,Sea,246636.87254298068,49172.38969880256,90.2443209116037,Delivered,48.00861499654694,23688.47320370884,993.967387852626,95.54748127216334,24.4545296030263,False,0.6572623917989787,0.5094861145781233,0.5833742531885511
SHIP_000081,SUP_00844,PORT_175,PORT_122,Electronics,Road,4185519.364387555,27326.04646565512,479.3086548895508,Delayed,42.74261369128649,20113.53959507893,528.4962769333567,65.89266933757415,10.05145042319551,False,0.5820242401078092,0.20935612892073535,0.3956901845142723
SHIP_000082,SUP_01684,PORT_158,PORT_015,Automotive,Air,3100958.8236071886,39810.244400885385,350.8496171365881,Delivered,10.610860549798074,41659.93992207207,2428.157828053701,78.29449157442033,11.773921067246055,False,0.12294085276653847,0.24524880737091628,0.18409483006872737
SHIP_000083,SUP_01126,PORT_110,PORT_075,Pharmaceuticals,Road,405561.6347748608,26352.693624659463,53.13807723164223,Delayed,70.7987294213068,32095.820075528147,77.06087587994463,73.31711327459809,5.438039279834031,False,0.9828768356154501,0.11322230899230938,0.5480495723038797
SHIP_000084,SUP_01100,PORT_152,PORT_101,Electronics,Sea,4792419.983575646,43373.13625588497,275.19340479116545,In Transit,19.97387807168669,43581.92210170267,3435.955477260387,87.56866827200034,4.238432752352097,True,0.25671524661167877,0.0882250229680933,0.17247013478988604
SHIP_000085,SUP_01949,PORT_141,PORT_131,Food & Beverage,Road,4363134.194351563,29533.42754904124,115.2031626731081,Delivered,33.25059591786153,31260.32995785901,1281.2846005116678,93.74478722146308,20.046656852405704,False,0.4464067512973115,0.4176352840087885,0.43202101765305
SHIP_000086,SUP_01604,PORT_119,PORT_173,Automotive,Road,3446880.835812087,9937.052217331104,121.5326520557146,Lost,2.9803632189368505,19073.607167037087,3640.597864218146,92.78335142775012,1.61325992439542,False,0.013919893146778807,0.033521922793089035,0.02372090796993392
SHIP_000087,SUP_00066,PORT_126,PORT_120,Food & Beverage,Rail,1849144.3367479064,11702.384439802036,358.2839132815106,Delayed,39.33634656460768,3764.0945412917954,2903.423954289381,82.33730793600228,24.624426123915125,False,0.5333570963071242,0.5130264020222837,0.523191749164704
SHIP_000088,SUP_00815,PORT_009,PORT_045,Automotive,Road,2550889.9362369697,17896.583343921095,212.97025567873985,Delivered,55.66842581134791,13051.41358382476,2071.346734218753,94.24872019492328,19.06653129104686,False,0.7667021687002784,0.39721152135357796,0.5819568450269281
SHIP_000089,SUP_01758,PORT_177,PORT_179,Food & Beverage,Rail,141337.095761157,48454.83325860552,56.57207815260813,Damaged,24.853976424248447,32217.41206442773,3600.149440681399,66.63457114688289,33.99567779131711,False,0.32643979828451747,0.7083036474926632,0.5173717228885903
SHIP_000090,SUP_01175,PORT_154,PORT_170,Electronics,Road,3360933.7842895617,31336.394425396666,76.95104103187231,Delayed,13.371258407898846,40230.59896749901,114.41684048512988,65.7409420501482,23.7513562523018,False,0.16238012000870516,0.4948334555853758,0.32860678779704044
SHIP_000091,SUP_00902,PORT_049,PORT_167,Electronics,Road,4777147.031668581,24237.64635947148,45.322448753407365,Delivered,29.979634677008537,38341.72522148398,745.4001621006817,62.93111319189224,4.456751524910867,True,0.3996727944011383,0.09277432865882075,0.2462235615299795
SHIP_000092,SUP_01810,PORT_042,PORT_020,Electronics,Sea,1097063.5803003262,18423.83123798653,16.11845591736597,Delayed,30.402101214853957,27676.45136031216,1154.0550058859712,70.79750092292329,15.659426578051091,True,0.4057087977395926,0.32621459938451797,0.3659616985620553
SHIP_000093,SUP_00437,PORT_173,PORT_146,Automotive,Sea,2040583.4633799235,43970.33025533033,421.3070024557287,Delayed,24.84872652374067,42960.05188028271,4835.066050289844,97.87971723405848,26.39022237154901,False,0.32636479017345355,0.549821895253923,0.43809334271368827
SHIP_000094,SUP_00790,PORT_114,PORT_116,Textiles,Multimodal,4310061.5960758645,15214.292344565894,29.217503827640613,Delivered,18.83340362198135,42479.76018702305,1401.8431923170162,85.0405451866869,38.65529608215428,False,0.2404206836838047,0.8054003275384292,0.522910505611117
SHIP_000095,SUP_01092,PORT_077,PORT_167,Food & Beverage,Multimodal,335399.6760003844,23651.82463242097,248.20557622030816,Delivered,33.38109880229794,33328.43896797646,751.854354331422,83.03238247704849,13.965266602317362,False,0.44827131517532526,0.29091185593155455,0.3695915855534399
SHIP_000096,SUP_00235,PORT_149,PORT_099,Textiles,Rail,1603336.7122869925,6902.127459106571,17.234143697198093,Delivered,48.29860607622772,16729.87344497524,3575.6012690608745,84.11260837511577,4.649105899502768,True,0.6614056480530767,0.09678259070935828,0.37909411938121745
SHIP_000097,SUP_01739,PORT_157,PORT_029,Textiles,Sea,4707774.584952305,19064.555815910408,371.26454782521927,Damaged,59.512624344796365,28525.39990483738,936.3007395959072,65.6621825314532,14.677779461938306,False,0.8216262706183013,0.3057591307169488,0.5636927006676251
SHIP_000098,SUP_01769,PORT_092,PORT_020,Textiles,Multimodal,3846141.970086612,43867.97546350362,28.6409239625164,Delivered,58.79985293263761,16139.332782666675,2187.963972311285,91.35669115507844,33.26099149245524,False,0.8114425276755188,0.6929943247022374,0.7522184261888781
SHIP_000099,SUP_00675,PORT_152,PORT_170,Pharmaceuticals,Road,409199.33378016215,3719.721611207892,30.39159823643037,Delayed,3.765574475945051,47783.5744946313,2329.619878877365,63.350893387562735,28.93345068888755,True,0.02513862254689904,0.6028174435582853,0.31397803305259214
SHIP_000100,SUP_01995,PORT_120,PORT_079,Food & Beverage,Sea,2324972.800241381,2120.059967262532,181.975716380448,In Transit,38.93097611101837,35450.860827275705,3239.3621495789826,75.90385322812377,33.91183482391863,False,0.5275653537855636,0.7065565357613041,0.6170609447734339
